Date,Customer_Name,Email,Product_Category,Price,Quantity,Total_Amount,Status
2024-11-12,Mona Zaki,test.a@web.net,Clothing,1228.0,4,4912.0,Pending
2024-01-23,Omar Farouk,info@market.eg,Groceries,2152.0,3,6456.0,Pending
2024-07-09,Yomna Soror,user1@mail.com,Clothing,1889.0,6,11334.0,Pending
2024-03-25,Ahmed Ali,sales@hub.com,Home Decor,1569.0,5,7845.0,Completed
2024-11-21,Zainab Tarek,sales@hub.com,Books,4500.0,3,13500.0,Shipped
2024-03-25,Zainab Tarek,test.a@web.net,Books,981.0,10,9810.0,Shipped
2024-08-03,Marwan Khaled,test.a@web.net,Groceries,3793.0,9,34137.0,Pending
2024-01-13,Sara Ahmed,m.zaki@mail.com,Clothing,2867.0,9,25803.0,Completed
2024-07-15,Zainab Tarek,yomna.dev@email.com,Electronics,225.0,5,1125.0,Cancelled
2024-03-09,Ali Hassan,info@market.eg,Clothing,2803.0,10,28030.0,Pending
2024-06-28,Zainab Tarek,admin@tech.io,Clothing,3666.0,4,14664.0,Pending
2024-03-12,Ali Hassan,info@market.eg,Electronics,4601.0,9,41409.0,Completed
2024-10-08,Zainab Tarek,info@market.eg,Clothing,1088.0,4,4352.0,Cancelled
2024-09-09,Yomna Soror,admin@tech.io,Books,3613.0,1,3613.0,Cancelled
2024-04-21,Ali Hassan,user1@mail.com,Office Supplies,4413.0,4,17652.0,Completed
2024-03-26,Mona Zaki,user1@mail.com,Clothing,3647.0,10,36470.0,Cancelled
2024-07-20,Omar Farouk,info@market.eg,Groceries,2023.0,7,14161.0,Refunded
2024-05-04,Omar Farouk,m.zaki@mail.com,Office Supplies,3449.0,6,20694.0,Pending
2024-03-18,Mona Zaki,user1@mail.com,Clothing,2929.0,9,26361.0,Cancelled
2024-07-23,Omar Farouk,contact@service.org,Clothing,2293.0,2,4586.0,Shipped
2024-08-13,Yomna Soror,info@market.eg,Clothing,4739.0,3,14217.0,Shipped
2024-07-16,Marwan Khaled,yomna.dev@email.com,Books,4415.0,5,22075.0,Pending
2024-11-10,Layla Mohamed,contact@service.org,Books,4621.0,8,36968.0,Pending
2024-02-10,Omar Farouk,yomna.dev@email.com,Clothing,4821.0,5,24105.0,Shipped
2024-05-23,Sara Ahmed,contact@service.org,Clothing,1792.0,6,10752.0,Shipped
2024-02-06,Yomna Soror,user1@mail.com,Office Supplies,2103.0,3,6309.0,Completed
2024-12-02,Layla Mohamed,admin@tech.io,Groceries,494.0,5,2470.0,Refunded
2024-03-22,Huda Mansour,user1@mail.com,Office Supplies,2329.0,3,6987.0,Completed
2024-02-01,Layla Mohamed,test.a@web.net,Books,1139.0,6,6834.0,Refunded
2024-04-17,Ali Hassan,test.a@web.net,Books,3142.0,4,12568.0,Refunded
2024-11-25,Yomna Soror,yomna.dev@email.com,Books,1652.0,3,4956.0,Cancelled
2024-12-08,Sara Ahmed,sales@hub.com,Home Decor,1752.0,4,7008.0,Shipped
2024-04-28,Sara Ahmed,yomna.dev@email.com,Groceries,2177.0,10,21770.0,Pending
2024-10-22,Zainab Tarek,test.a@web.net,Office Supplies,3714.0,4,14856.0,Shipped
2024-11-26,Sara Ahmed,sales@hub.com,Home Decor,915.0,2,1830.0,Shipped
2024-05-24,Omar Farouk,test.a@web.net,Books,2099.0,9,18891.0,Refunded
2024-05-16,Ali Hassan,admin@tech.io,Books,126.0,5,630.0,Pending
2024-09-02,Marwan Khaled,contact@service.org,Office Supplies,650.0,10,6500.0,Refunded
2024-03-13,Mona Zaki,user1@mail.com,Groceries,4701.0,4,18804.0,Refunded
2024-10-13,Layla Mohamed,contact@service.org,Books,3986.0,6,23916.0,Pending
2024-10-14,Sara Ahmed,sales@hub.com,Books,1336.0,3,4008.0,Cancelled
2024-06-21,Ali Hassan,contact@service.org,Books,1840.0,3,5520.0,Completed
2024-07-21,Yomna Soror,admin@tech.io,Home Decor,1311.0,1,1311.0,Pending
2024-09-23,Zainab Tarek,contact@service.org,Home Decor,2362.0,7,16534.0,Cancelled
2024-09-16,Zainab Tarek,yomna.dev@email.com,Groceries,1328.0,9,11952.0,Pending
2024-12-14,Ali Hassan,admin@tech.io,Electronics,855.0,6,5130.0,Cancelled
2024-04-25,Mona Zaki,user1@mail.com,Home Decor,103.0,4,412.0,Refunded
2024-04-07,Omar Farouk,user1@mail.com,Clothing,2035.0,9,18315.0,Completed
2024-02-24,Huda Mansour,user1@mail.com,Electronics,755.0,2,1510.0,Pending
2024-01-01,Sara Ahmed,info@market.eg,Electronics,3036.0,6,18216.0,Completed
2024-11-09,Huda Mansour,info@market.eg,Groceries,954.0,10,9540.0,Cancelled
2024-11-19,Sara Ahmed,contact@service.org,Clothing,4033.0,5,20165.0,Pending
2024-07-01,Omar Farouk,sales@hub.com,Home Decor,2664.0,8,21312.0,Pending
2024-12-19,Huda Mansour,info@market.eg,Groceries,164.0,8,1312.0,Shipped
2024-08-01,Mona Zaki,sales@hub.com,Books,3941.0,5,19705.0,Cancelled
2024-12-10,Sara Ahmed,admin@tech.io,Groceries,2071.0,8,16568.0,Shipped
2024-10-21,Sara Ahmed,admin@tech.io,Office Supplies,4367.0,5,21835.0,Shipped
2024-07-08,Sara Ahmed,admin@tech.io,Electronics,298.0,9,2682.0,Shipped
2024-01-11,Layla Mohamed,test.a@web.net,Office Supplies,729.0,7,5103.0,Shipped
2024-08-09,Layla Mohamed,user1@mail.com,Clothing,1652.0,5,8260.0,Refunded
2024-05-14,Sara Ahmed,test.a@web.net,Home Decor,1841.0,5,9205.0,Pending
2024-09-01,Sara Ahmed,contact@service.org,Electronics,4668.0,1,4668.0,Refunded
2024-06-09,Huda Mansour,sales@hub.com,Home Decor,694.0,6,4164.0,Pending
2024-12-12,Layla Mohamed,yomna.dev@email.com,Office Supplies,4647.0,2,9294.0,Pending
2024-12-05,Huda Mansour,test.a@web.net,Clothing,2586.0,10,25860.0,Refunded
2024-11-12,Sara Ahmed,test.a@web.net,Clothing,1832.0,1,1832.0,Shipped
2024-09-01,Mona Zaki,m.zaki@mail.com,Electronics,2218.0,5,11090.0,Pending
2024-02-06,Marwan Khaled,user1@mail.com,Home Decor,4705.0,10,47050.0,Refunded
2024-11-12,Marwan Khaled,admin@tech.io,Office Supplies,1359.0,3,4077.0,Refunded
2024-10-03,Ahmed Ali,user1@mail.com,Electronics,1889.0,5,9445.0,Pending
2024-10-26,Sara Ahmed,test.a@web.net,Clothing,4225.0,6,25350.0,Completed
2024-12-17,Layla Mohamed,test.a@web.net,Home Decor,2006.0,2,4012.0,Shipped
2024-11-24,Sara Ahmed,contact@service.org,Home Decor,3245.0,2,6490.0,Shipped
2024-03-27,Ahmed Ali,user1@mail.com,Clothing,3451.0,5,17255.0,Refunded
2024-03-14,Ali Hassan,admin@tech.io,Electronics,4367.0,6,26202.0,Cancelled
2024-04-01,Ali Hassan,m.zaki@mail.com,Office Supplies,2503.0,7,17521.0,Cancelled
2024-12-26,Sara Ahmed,sales@hub.com,Home Decor,428.0,5,2140.0,Refunded
2024-12-18,Mona Zaki,m.zaki@mail.com,Electronics,2900.0,8,23200.0,Cancelled
2024-10-09,Yomna Soror,user1@mail.com,Books,2151.0,4,8604.0,Cancelled
2024-03-22,Zainab Tarek,yomna.dev@email.com,Clothing,4000.0,8,32000.0,Pending
2024-03-22,Marwan Khaled,m.zaki@mail.com,Books,4135.0,2,8270.0,Shipped
2024-01-14,Yomna Soror,yomna.dev@email.com,Electronics,3763.0,6,22578.0,Pending
2024-05-21,Omar Farouk,info@market.eg,Clothing,2773.0,2,5546.0,Cancelled
2024-07-23,Marwan Khaled,m.zaki@mail.com,Electronics,1145.0,9,10305.0,Cancelled
2024-08-20,Sara Ahmed,m.zaki@mail.com,Home Decor,4384.0,7,30688.0,Shipped
2024-07-13,Layla Mohamed,contact@service.org,Home Decor,2535.0,10,25350.0,Refunded
2024-07-28,Ali Hassan,user1@mail.com,Office Supplies,4994.0,7,34958.0,Cancelled
2024-10-28,Marwan Khaled,info@market.eg,Books,1613.0,10,16130.0,Completed
2024-12-08,Ahmed Ali,yomna.dev@email.com,Office Supplies,1620.0,8,12960.0,Shipped
2024-06-20,Ali Hassan,user1@mail.com,Groceries,480.0,9,4320.0,Shipped
2024-05-01,Yomna Soror,user1@mail.com,Clothing,3735.0,2,7470.0,Pending
2024-01-05,Marwan Khaled,info@market.eg,Office Supplies,4596.0,2,9192.0,Pending
2024-09-23,Layla Mohamed,test.a@web.net,Books,1007.0,7,7049.0,Completed
2024-03-10,Huda Mansour,test.a@web.net,Clothing,808.0,9,7272.0,Pending
2024-10-09,Zainab Tarek,admin@tech.io,Books,3250.0,6,19500.0,Shipped
2024-07-13,Yomna Soror,user1@mail.com,Home Decor,1681.0,9,15129.0,Refunded
2024-07-28,Sara Ahmed,admin@tech.io,Home Decor,1588.0,7,11116.0,Refunded
2024-03-08,Ahmed Ali,yomna.dev@email.com,Office Supplies,707.0,6,4242.0,Completed
2024-08-26,Huda Mansour,user1@mail.com,Electronics,92.0,5,460.0,Completed
2024-07-23,Marwan Khaled,yomna.dev@email.com,Office Supplies,1120.0,10,11200.0,Refunded
2024-10-26,Yomna Soror,test.a@web.net,Office Supplies,577.0,1,577.0,Pending
2024-01-24,Sara Ahmed,,Groceries,3874.0,9,34866.0,Refunded
2024-03-20,Huda Mansour,m.zaki@mail.com,Groceries,1425.0,4,5700.0,Pending
2024-02-07,Zainab Tarek,admin@tech.io,Home Decor,816.0,5,4080.0,Pending
2024-10-27,Yomna Soror,m.zaki@mail.com,Electronics,2323.0,5,11615.0,Pending
2024-11-21,Omar Farouk,user1@mail.com,Clothing,619.0,7,4333.0,Shipped
2024-03-25,Ahmed Ali,info@market.eg,Groceries,865.0,1,865.0,Shipped
2024-10-11,Yomna Soror,m.zaki@mail.com,Office Supplies,4362.0,8,34896.0,Pending
2024-06-12,Mona Zaki,yomna.dev@email.com,Office Supplies,343.0,6,2058.0,Completed
2024-10-21,Sara Ahmed,admin@tech.io,Office Supplies,4066.0,7,28462.0,Refunded
2024-12-02,Mona Zaki,user1@mail.com,Home Decor,1255.0,10,12550.0,Cancelled
2024-02-17,Huda Mansour,test.a@web.net,Office Supplies,2347.0,5,11735.0,Cancelled
2024-04-21,Huda Mansour,yomna.dev@email.com,Office Supplies,673.0,1,673.0,Shipped
2024-10-11,Omar Farouk,m.zaki@mail.com,Home Decor,3893.0,4,15572.0,Completed
2024-08-27,Ahmed Ali,user1@mail.com,Clothing,2208.0,7,15456.0,Completed
2024-07-18,Yomna Soror,contact@service.org,Books,178.0,3,534.0,Pending
2024-01-20,Layla Mohamed,user1@mail.com,Books,4104.0,8,32832.0,Shipped
2024-06-20,Omar Farouk,contact@service.org,Groceries,3891.0,3,11673.0,Pending
2024-02-07,Mona Zaki,yomna.dev@email.com,Electronics,2024.0,10,20240.0,Shipped
2024-01-21,Ali Hassan,m.zaki@mail.com,Electronics,2900.0,8,23200.0,Refunded
2024-04-15,Layla Mohamed,admin@tech.io,Office Supplies,1523.0,4,6092.0,Shipped
2024-09-23,Zainab Tarek,contact@service.org,Books,3549.0,7,24843.0,Shipped
2024-12-12,Huda Mansour,info@market.eg,Office Supplies,4061.0,3,12183.0,Pending
2024-08-02,Huda Mansour,yomna.dev@email.com,Electronics,655.0,10,6550.0,Shipped
2024-12-25,Huda Mansour,sales@hub.com,Home Decor,2756.0,6,16536.0,Refunded
2024-02-15,Mona Zaki,yomna.dev@email.com,Electronics,835.0,1,835.0,Refunded
2024-08-15,Marwan Khaled,test.a@web.net,Electronics,3785.0,6,22710.0,Shipped
2024-01-21,Layla Mohamed,m.zaki@mail.com,Books,1574.0,10,15740.0,Completed
2024-06-22,Huda Mansour,user1@mail.com,Electronics,208.0,10,2080.0,Shipped
2024-04-23,Huda Mansour,user1@mail.com,Electronics,3050.0,7,21350.0,Pending
2024-04-20,Sara Ahmed,m.zaki@mail.com,Groceries,2429.0,6,14574.0,Completed
2024-01-21,Sara Ahmed,test.a@web.net,Electronics,2914.0,6,17484.0,Cancelled
2024-05-02,Ahmed Ali,user1@mail.com,Clothing,3125.0,6,18750.0,Shipped
2024-09-02,Ahmed Ali,test.a@web.net,Electronics,1490.0,7,10430.0,Completed
2024-10-14,Yomna Soror,admin@tech.io,Electronics,4298.0,1,4298.0,Pending
2024-02-06,Ali Hassan,m.zaki@mail.com,Office Supplies,3938.0,8,31504.0,Refunded
2024-09-25,Marwan Khaled,test.a@web.net,Groceries,351.0,6,2106.0,Cancelled
2024-03-21,Mona Zaki,test.a@web.net,Clothing,992.0,6,5952.0,Refunded
2024-04-06,Ali Hassan,user1@mail.com,Groceries,2100.0,9,18900.0,Cancelled
2024-09-17,Mona Zaki,yomna.dev@email.com,Electronics,2543.0,3,7629.0,Refunded
2024-09-15,Mona Zaki,contact@service.org,Home Decor,3466.0,10,34660.0,Completed
2024-03-18,Layla Mohamed,info@market.eg,Clothing,1883.0,6,11298.0,Shipped
2024-08-12,Mona Zaki,m.zaki@mail.com,Home Decor,913.0,10,9130.0,Pending
2024-02-19,Marwan Khaled,user1@mail.com,Groceries,4989.0,5,24945.0,Completed
2024-10-19,Mona Zaki,sales@hub.com,Home Decor,1925.0,10,19250.0,Shipped
2024-05-14,Ali Hassan,user1@mail.com,Office Supplies,3742.0,8,29936.0,Pending
2024-09-02,Mona Zaki,contact@service.org,Groceries,3875.0,10,38750.0,Pending
2024-07-26,Yomna Soror,yomna.dev@email.com,Clothing,4268.0,4,17072.0,Shipped
2024-06-21,Sara Ahmed,sales@hub.com,Groceries,3477.0,10,34770.0,Refunded
2024-11-25,Ahmed Ali,admin@tech.io,Office Supplies,4895.0,6,29370.0,Shipped
2024-03-13,Yomna Soror,yomna.dev@email.com,Books,3505.0,9,31545.0,Pending
2024-05-09,Marwan Khaled,yomna.dev@email.com,Groceries,890.0,10,8900.0,Refunded
2024-01-16,Layla Mohamed,m.zaki@mail.com,Home Decor,462.0,6,2772.0,Refunded
2024-05-05,Ali Hassan,user1@mail.com,Electronics,1492.0,2,2984.0,Completed
2024-08-01,Yomna Soror,sales@hub.com,Books,3183.0,6,19098.0,Shipped
2024-03-05,Mona Zaki,user1@mail.com,Books,3827.0,7,26789.0,Completed
2024-10-11,Yomna Soror,contact@service.org,Office Supplies,844.0,10,8440.0,Cancelled
2024-05-09,Zainab Tarek,test.a@web.net,Electronics,4015.0,2,8030.0,Shipped
2024-08-20,Omar Farouk,m.zaki@mail.com,Home Decor,1041.0,5,5205.0,Shipped
2024-02-17,Huda Mansour,yomna.dev@email.com,Books,2291.0,6,13746.0,Pending
2024-08-25,Huda Mansour,user1@mail.com,Books,2546.0,1,2546.0,Pending
2024-02-25,Huda Mansour,contact@service.org,Office Supplies,619.0,10,6190.0,Shipped
2024-03-05,Huda Mansour,admin@tech.io,Clothing,4749.0,6,28494.0,Shipped
2024-11-02,Ahmed Ali,contact@service.org,Books,4802.0,4,19208.0,Cancelled
2024-01-10,Ali Hassan,test.a@web.net,Home Decor,3046.0,1,3046.0,Refunded
2024-02-10,Marwan Khaled,contact@service.org,Groceries,3709.0,7,25963.0,Shipped
2024-10-28,Yomna Soror,test.a@web.net,Clothing,1413.0,9,12717.0,Shipped
2024-05-17,Yomna Soror,sales@hub.com,Office Supplies,4633.0,9,41697.0,Pending
2024-07-23,Zainab Tarek,yomna.dev@email.com,Groceries,1108.0,7,7756.0,Shipped
2024-01-25,Mona Zaki,admin@tech.io,Office Supplies,2514.0,2,5028.0,Shipped
2024-04-09,Ahmed Ali,test.a@web.net,Books,4358.0,6,26148.0,Shipped
2024-03-16,Ahmed Ali,sales@hub.com,Books,1980.0,10,19800.0,Cancelled
2024-12-27,Omar Farouk,admin@tech.io,Books,496.0,7,3472.0,Completed
2024-07-01,Marwan Khaled,sales@hub.com,Home Decor,2797.0,10,27970.0,Refunded
2024-01-16,Mona Zaki,user1@mail.com,Books,2754.0,8,22032.0,Completed
2024-12-26,Layla Mohamed,m.zaki@mail.com,Electronics,3519.0,1,3519.0,Completed
2024-06-05,Marwan Khaled,yomna.dev@email.com,Office Supplies,1670.0,2,3340.0,Completed
2024-06-26,Layla Mohamed,yomna.dev@email.com,Clothing,1958.0,6,11748.0,Cancelled
2024-01-20,Yomna Soror,info@market.eg,Clothing,2856.0,9,25704.0,Completed
2024-07-28,Omar Farouk,admin@tech.io,Office Supplies,3615.0,9,32535.0,Pending
2024-11-16,Zainab Tarek,info@market.eg,Books,3375.0,4,13500.0,Cancelled
2024-01-21,Mona Zaki,info@market.eg,Clothing,3739.0,6,22434.0,Shipped
2024-05-01,Huda Mansour,yomna.dev@email.com,Electronics,1520.0,9,13680.0,Cancelled
2024-11-25,Ahmed Ali,contact@service.org,Books,661.0,6,3966.0,Completed
2024-03-05,Huda Mansour,admin@tech.io,Books,4542.0,6,27252.0,Pending
2024-09-19,Omar Farouk,info@market.eg,Electronics,4641.0,9,41769.0,Completed
2024-12-08,Ali Hassan,user1@mail.com,Clothing,3665.0,4,14660.0,Completed
2024-03-21,Omar Farouk,info@market.eg,Home Decor,2554.0,2,5108.0,Cancelled
2024-03-22,Layla Mohamed,sales@hub.com,Clothing,2176.0,6,13056.0,Pending
2024-07-19,Marwan Khaled,sales@hub.com,Groceries,2714.0,1,2714.0,Refunded
2024-05-16,Ali Hassan,sales@hub.com,Clothing,2893.0,5,14465.0,Pending
2024-04-18,Ali Hassan,admin@tech.io,Office Supplies,4566.0,5,22830.0,Refunded
2024-10-12,Zainab Tarek,user1@mail.com,Books,1112.0,5,5560.0,Shipped
2024-03-06,Zainab Tarek,contact@service.org,Books,1996.0,5,9980.0,Cancelled
2024-06-08,Ali Hassan,m.zaki@mail.com,Electronics,506.0,1,506.0,Refunded
2024-03-27,Omar Farouk,test.a@web.net,Office Supplies,3129.0,9,28161.0,Cancelled
2024-09-24,Zainab Tarek,sales@hub.com,Office Supplies,79.0,8,632.0,Shipped
2024-02-10,Omar Farouk,yomna.dev@email.com,Home Decor,582.0,5,2910.0,Completed
2024-11-05,Omar Farouk,admin@tech.io,Clothing,2590.0,4,10360.0,Shipped
2024-04-21,Mona Zaki,,Groceries,3283.0,7,22981.0,Pending
2024-08-04,Omar Farouk,info@market.eg,Books,4574.0,8,36592.0,Pending
2024-04-20,Ahmed Ali,user1@mail.com,Electronics,2569.0,1,2569.0,Shipped
2024-12-20,Zainab Tarek,contact@service.org,Books,2172.0,6,13032.0,Completed
2024-01-19,Huda Mansour,m.zaki@mail.com,Books,4454.0,8,35632.0,Pending
2024-11-17,Ahmed Ali,yomna.dev@email.com,Books,4273.0,10,42730.0,Cancelled
2024-09-11,Zainab Tarek,contact@service.org,Electronics,2749.0,4,10996.0,Pending
2024-04-09,Huda Mansour,contact@service.org,Groceries,2208.0,3,6624.0,Refunded
2024-05-26,Ahmed Ali,m.zaki@mail.com,Clothing,3055.0,9,27495.0,Cancelled
2024-04-18,Sara Ahmed,user1@mail.com,Clothing,4210.0,9,37890.0,Pending
2024-09-16,Mona Zaki,,Books,3620.0,8,28960.0,Completed
2024-01-08,Ali Hassan,user1@mail.com,Clothing,3071.0,10,30710.0,Refunded
2024-09-12,Marwan Khaled,info@market.eg,Office Supplies,3943.0,7,27601.0,Refunded
2024-08-04,Sara Ahmed,contact@service.org,Electronics,3941.0,2,7882.0,Pending
2024-10-17,Marwan Khaled,sales@hub.com,Clothing,3607.0,4,14428.0,Refunded
2024-03-11,Layla Mohamed,user1@mail.com,Clothing,4992.0,10,49920.0,Pending
2024-11-15,Layla Mohamed,contact@service.org,Groceries,1704.0,6,10224.0,Shipped
2024-03-10,Marwan Khaled,sales@hub.com,Electronics,431.0,4,1724.0,Shipped
2024-09-18,Yomna Soror,yomna.dev@email.com,Groceries,2195.0,3,6585.0,Refunded
2024-02-04,Ahmed Ali,user1@mail.com,Clothing,633.0,7,4431.0,Pending
2024-09-26,Ali Hassan,admin@tech.io,Books,1417.0,5,7085.0,Shipped
2024-04-28,Marwan Khaled,m.zaki@mail.com,Electronics,412.0,6,2472.0,Completed
2024-08-27,Mona Zaki,sales@hub.com,Groceries,401.0,3,1203.0,Completed
2024-05-11,Layla Mohamed,info@market.eg,Groceries,4537.0,2,9074.0,Refunded
2024-03-03,Layla Mohamed,test.a@web.net,Home Decor,1085.0,10,10850.0,Shipped
2024-03-27,Sara Ahmed,admin@tech.io,Clothing,4793.0,3,14379.0,Refunded
2024-02-16,Huda Mansour,test.a@web.net,Home Decor,351.0,9,3159.0,Completed
2024-02-18,Layla Mohamed,admin@tech.io,Clothing,2557.0,3,7671.0,Refunded
2024-07-11,Ahmed Ali,test.a@web.net,Books,1748.0,2,3496.0,Cancelled
2024-05-16,Zainab Tarek,test.a@web.net,Home Decor,1833.0,7,12831.0,Shipped
2024-09-06,Omar Farouk,admin@tech.io,Office Supplies,697.0,5,3485.0,Completed
2024-06-25,Zainab Tarek,sales@hub.com,Books,3734.0,5,18670.0,Cancelled
2024-12-19,Yomna Soror,admin@tech.io,Books,2004.0,4,8016.0,Completed
2024-09-01,Marwan Khaled,admin@tech.io,Clothing,3298.0,8,26384.0,Cancelled
2024-01-28,Huda Mansour,info@market.eg,Home Decor,2573.0,1,2573.0,Pending
2024-01-25,Omar Farouk,sales@hub.com,Office Supplies,2988.0,1,2988.0,Refunded
2024-06-04,Yomna Soror,user1@mail.com,Clothing,4464.0,8,35712.0,Cancelled
2024-12-20,Omar Farouk,test.a@web.net,Home Decor,2501.0,7,17507.0,Pending
2024-10-11,Yomna Soror,info@market.eg,Home Decor,4903.0,4,19612.0,Completed
2024-07-02,Huda Mansour,sales@hub.com,Office Supplies,221.0,5,1105.0,Refunded
2024-07-16,Zainab Tarek,info@market.eg,Books,2130.0,7,14910.0,Cancelled
2024-01-02,Omar Farouk,admin@tech.io,Electronics,3274.0,7,22918.0,Completed
2024-08-15,Ahmed Ali,admin@tech.io,Groceries,1327.0,10,13270.0,Shipped
2024-06-18,Omar Farouk,contact@service.org,Books,1229.0,1,1229.0,Pending
2024-07-09,Mona Zaki,test.a@web.net,Office Supplies,3901.0,9,35109.0,Completed
2024-04-17,Ahmed Ali,admin@tech.io,Books,1397.0,8,11176.0,Refunded
2024-05-26,Ahmed Ali,user1@mail.com,Clothing,4078.0,8,32624.0,Cancelled
2024-09-16,Zainab Tarek,m.zaki@mail.com,Electronics,3395.0,6,20370.0,Completed
2024-08-13,Huda Mansour,yomna.dev@email.com,Groceries,212.0,7,1484.0,Completed
2024-07-20,Yomna Soror,admin@tech.io,Groceries,2785.0,9,25065.0,Shipped
2024-04-25,Mona Zaki,m.zaki@mail.com,Electronics,1691.0,2,3382.0,Completed
2024-01-13,Layla Mohamed,m.zaki@mail.com,Home Decor,4321.0,4,17284.0,Pending
2024-11-17,Sara Ahmed,user1@mail.com,Electronics,461.0,9,4149.0,Pending
2024-02-13,Zainab Tarek,admin@tech.io,Electronics,3977.0,7,27839.0,Completed
2024-02-21,Marwan Khaled,admin@tech.io,Office Supplies,4934.0,1,4934.0,Pending
2024-09-23,Ali Hassan,m.zaki@mail.com,Books,2860.0,7,20020.0,Shipped
2024-12-15,Sara Ahmed,info@market.eg,Groceries,1487.0,5,7435.0,Refunded
2024-02-21,Mona Zaki,yomna.dev@email.com,Electronics,3366.0,9,30294.0,Shipped
2024-08-19,Omar Farouk,sales@hub.com,Home Decor,1356.0,5,6780.0,Shipped
2024-05-22,Ahmed Ali,m.zaki@mail.com,Books,1234.0,1,1234.0,Shipped
2024-03-10,Omar Farouk,sales@hub.com,Home Decor,4057.0,9,36513.0,Refunded
2024-06-07,Marwan Khaled,info@market.eg,Groceries,4263.0,2,8526.0,Completed
2024-07-10,Omar Farouk,yomna.dev@email.com,Home Decor,130.0,5,650.0,Completed
2024-12-02,Huda Mansour,yomna.dev@email.com,Clothing,4815.0,4,19260.0,Shipped
2024-07-14,Yomna Soror,yomna.dev@email.com,Home Decor,4248.0,5,21240.0,Shipped
2024-01-01,Huda Mansour,user1@mail.com,Home Decor,2514.0,1,2514.0,Cancelled
2024-07-08,Omar Farouk,yomna.dev@email.com,Books,2965.0,3,8895.0,Completed
2024-05-05,Zainab Tarek,contact@service.org,Office Supplies,4590.0,1,4590.0,Completed
2024-12-20,Sara Ahmed,yomna.dev@email.com,Electronics,1311.0,1,1311.0,Pending
2024-03-13,Zainab Tarek,user1@mail.com,Office Supplies,1885.0,2,3770.0,Pending
2024-04-12,Ali Hassan,sales@hub.com,Home Decor,3175.0,1,3175.0,Shipped
2024-10-24,Layla Mohamed,contact@service.org,Office Supplies,1332.0,5,6660.0,Completed
2024-12-09,Ahmed Ali,test.a@web.net,Groceries,2288.0,2,4576.0,Pending
2024-08-13,Sara Ahmed,sales@hub.com,Groceries,3305.0,9,29745.0,Refunded
2024-11-08,Sara Ahmed,info@market.eg,Clothing,3383.0,9,30447.0,Completed
2024-01-01,Ahmed Ali,user1@mail.com,Home Decor,1374.0,10,13740.0,Pending
2024-11-11,Huda Mansour,contact@service.org,Home Decor,2361.0,4,9444.0,Cancelled
2024-06-10,Sara Ahmed,contact@service.org,Electronics,3107.0,3,9321.0,Completed
2024-01-07,Sara Ahmed,user1@mail.com,Home Decor,1266.0,5,6330.0,Completed
2024-12-16,Huda Mansour,yomna.dev@email.com,Groceries,1580.0,3,4740.0,Cancelled
2024-09-26,Marwan Khaled,contact@service.org,Office Supplies,767.0,5,3835.0,Cancelled
2024-01-24,Omar Farouk,admin@tech.io,Home Decor,3058.0,1,3058.0,Shipped
2024-06-05,Huda Mansour,yomna.dev@email.com,Clothing,2312.0,3,6936.0,Shipped
2024-02-14,Ali Hassan,m.zaki@mail.com,Books,3388.0,9,30492.0,Pending
2024-02-02,Yomna Soror,sales@hub.com,Office Supplies,2559.0,3,7677.0,Shipped
2024-02-01,Huda Mansour,admin@tech.io,Groceries,418.0,1,418.0,Pending
2024-11-27,Zainab Tarek,sales@hub.com,Books,2815.0,7,19705.0,Pending
2024-11-12,Ahmed Ali,test.a@web.net,Office Supplies,3115.0,5,15575.0,Refunded
2024-09-03,Zainab Tarek,test.a@web.net,Groceries,1518.0,3,4554.0,Refunded
2024-06-02,Yomna Soror,test.a@web.net,Groceries,4790.0,6,28740.0,Refunded
2024-09-04,Layla Mohamed,m.zaki@mail.com,Groceries,1697.0,1,1697.0,Pending
2024-11-27,Layla Mohamed,m.zaki@mail.com,Electronics,3868.0,4,15472.0,Refunded
2024-05-23,Mona Zaki,sales@hub.com,Clothing,4513.0,7,31591.0,Completed
2024-05-22,Omar Farouk,yomna.dev@email.com,Office Supplies,3951.0,1,3951.0,Refunded
2024-03-23,Marwan Khaled,admin@tech.io,Electronics,1090.0,7,7630.0,Completed
2024-05-05,Sara Ahmed,sales@hub.com,Groceries,156.0,1,156.0,Pending
2024-07-09,Ali Hassan,admin@tech.io,Groceries,4987.0,5,24935.0,Cancelled
2024-11-16,Ahmed Ali,sales@hub.com,Groceries,3440.0,1,3440.0,Cancelled
2024-04-10,Ali Hassan,yomna.dev@email.com,Office Supplies,4561.0,7,31927.0,Shipped
2024-12-19,Sara Ahmed,admin@tech.io,Home Decor,4096.0,1,4096.0,Cancelled
2024-12-15,Sara Ahmed,admin@tech.io,Groceries,2714.0,9,24426.0,Cancelled
2024-02-28,Marwan Khaled,user1@mail.com,Clothing,1702.0,2,3404.0,Completed
2024-04-09,Ali Hassan,test.a@web.net,Office Supplies,2277.0,4,9108.0,Refunded
2024-09-16,Omar Farouk,sales@hub.com,Office Supplies,2488.0,4,9952.0,Shipped
2024-07-14,Mona Zaki,m.zaki@mail.com,Books,1812.0,7,12684.0,Refunded
2024-01-14,Zainab Tarek,test.a@web.net,Clothing,2288.0,2,4576.0,Shipped
2024-06-13,Ahmed Ali,m.zaki@mail.com,Groceries,1604.0,10,16040.0,Refunded
